pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y
558.262661,342.137584,737.249811,346.003356,0,0,666.759863,383.738512
550.522676,303.479866,744.022298,357.600671,0,0,673.493161,397.917943
546.652683,282.218121,745.957294,370.16443,0,0,674.166491,412.88512
547.620181,258.057047,749.827286,387.560403,0,0,674.166491,428.640044
545.685185,220.365772,747.89229,399.157718,0,0,674.166491,436.517505
536.977702,194.271812,746.924792,420.419463,0,0,672.819832,460.149891
533.10771,182.674497,741.119803,439.748322,0,0,670.126512,474.329322
528.270219,165.278523,740.152305,460.043624,0,0,670.126512,483.782276
521.497732,152.714765,732.41232,486.137584,0,0,669.453183,498.749453
515.692744,143.050336,727.57483,508.365772,0,0,664.066544,512.141138
508.920257,139.184564,720.802343,528.661074,617.606786,256.911379,658.006575,532.622538
500.212774,143.050336,714.029856,559.587248,615.586796,240.368709,650.599947,548.377462
492.472789,154.647651,711.127362,581.815436,614.913467,213.585339,643.193319,570.434354
488.602797,166.244966,704.354875,621.439597,617.606786,189.952954,637.806681,596.429978
488.602797,185.573826,700.484883,652.365772,616.933456,167.108315,628.380063,629.515317
481.83031,214.567114,0,0,615.586796,155.292123,624.340084,649.208972
481.83031,242.59396,0,0,616.260126,141.112691,622.320095,687.808534
491.505291,265.788591,0,0,617.606786,150.565646,0,0
501.180272,287.050336,0,0,620.973435,156.867615,0,0
507.952759,304.446309,0,0,624.340084,146.626915,0,0
517.62774,319.909396,0,0,617.606786,144.263676,0,0
530.205215,328.607383,0,0,613.566807,147.414661,0,0
535.042706,333.439597,0,0,613.566807,146.626915,0,0
545.685185,330.540268,0,0,614.240137,142.688184,0,0
546.652683,328.607383,0,0,612.893477,152.141138,0,0
537.9452,329.573826,0,0,616.933456,159.230853,0,0
542.782691,331.506711,0,0,618.953446,167.896061,0,0
544.717687,329.573826,0,0,618.953446,193.891685,0,0
546.652683,321.842282,0,0,616.260126,221.462801,0,0
550.522676,314.110738,0,0,607.506839,233.278993,0,0
550.522676,307.345638,0,0,602.79353,246.670678,0,0
552.457672,312.177852,0,0,598.753551,257.699125,0,0
543.750189,314.110738,683.069917,572.151007,594.040242,266.364333,0,0
534.075208,310.244966,686.939909,540.258389,590.000263,271.09081,0,0
513.757748,302.513423,677.264928,495.802013,584.613624,280.543764,0,0
505.050265,298.647651,672.427438,460.043624,579.226986,293.147702,0,0
498.277778,302.513423,668.557445,424.285235,573.840347,301.81291,0,0
507.952759,325.708054,668.557445,401.090604,568.453709,331.747265,0,0
501.180272,351.802013,669.524943,377.895973,568.453709,359.318381,0,0
495.375283,378.862416,670.492441,366.298658,567.780379,386.889497,0,0
498.277778,414.620805,662.752457,347.936242,560.373751,426.276805,0,0
485.700302,437.815436,657.914966,327.64094,559.700421,440.456236,0,0
498.277778,457.144295,655.012472,298.647651,563.06707,460.937637,0,0
492.472789,478.40604,651.142479,280.285235,568.453709,484.570022,0,0
502.14777,502.567114,649.207483,259.02349,575.187007,509.777899,0,0
506.017763,530.59396,645.337491,239.694631,576.533666,531.834792,0,0
516.660242,573.11745,645.337491,235.828859,579.226986,549.952954,0,0
516.660242,578.916107,645.337491,236.795302,0,0,0,0
522.465231,600.177852,645.337491,230.030201,0,0,0,0
522.465231,634.003356,643.402494,224.231544,0,0,0,0
527.302721,652.365772,646.304989,235.828859,0,0,0,0
533.10771,700.687919,646.304989,241.627517,0,0,0,0
0,0,648.239985,259.989933,0,0,0,0
0,0,648.239985,273.520134,0,0,0,0
0,0,652.109977,296.714765,0,0,592.693582,287.633479
0,0,653.077475,313.144295,0,0,595.386902,280.543764
0,0,654.044974,331.506711,0,0,593.366912,271.09081
0,0,657.914966,343.104027,0,0,592.693582,261.637856
0,0,659.849962,350.83557,0,0,591.346923,251.397155
0,0,656.947468,357.600671,0,0,592.020252,231.703501
0,0,655.97997,364.365772,0,0,593.366912,219.099562
0,0,655.97997,359.533557,0,0,602.79353,209.646608
0,0,657.914966,349.869128,0,0,609.526828,204.920131
0,0,658.882464,361.466443,0,0,618.953446,205.707877
0,0,663.719955,366.298658,0,0,614.913467,219.887309
0,0,668.557445,364.365772,0,0,614.913467,230.128009
0,0,673.394936,368.231544,0,0,612.220147,252.972648
0,0,677.264928,373.063758,0,0,607.506839,278.180525
0,0,672.427438,363.399329,0,0,612.893477,297.086433
0,0,665.654951,357.600671,0,0,619.626775,313.629103
0,0,656.947468,350.83557,0,0,623.666754,321.506565
0,0,666.622449,337.305369,0,0,629.726723,331.747265
583.417611,568.285235,685.972411,331.506711,0,0,637.133351,336.473742
569.872638,526.728188,706.289872,330.540268,0,0,643.193319,338.83698
567.937642,505.466443,712.09486,340.204698,0,0,645.886639,353.016411
566.002646,473.573826,711.127362,353.734899,0,0,647.233298,370.346827
566.970144,438.781879,709.192366,366.298658,0,0,0,0
566.970144,415.587248,707.25737,382.728188,0,0,0,0
566.002646,400.124161,706.289872,402.057047,0,0,0,0
562.132653,369.197987,706.289872,419.45302,0,0,0,0
557.295163,339.238255,709.192366,445.54698,0,0,0,0
554.392668,318.942953,713.062358,460.043624,0,0,0,0
553.42517,292.848993,714.997354,477.439597,0,0,647.906628,522.381838
553.42517,283.184564,714.997354,496.768456,0,0,647.906628,538.136761
548.58768,272.553691,704.354875,530.59396,0,0,641.17333,557.830416
544.717687,259.989933,697.582389,559.587248,0,0,633.093372,579.099562
539.880197,242.59396,693.712396,576.016779,0,0,629.053393,596.429978
533.10771,230.030201,687.907407,590.513423,0,0,626.360074,602.731947
530.205215,216.5,685.972411,606.942953,0,0,0,0
527.302721,225.197987,0,0,0,0,0,0
521.497732,229.063758,0,0,0,0,0,0
518.595238,239.694631,0,0,608.180168,291.57221,0,0
515.692744,259.02349,0,0,604.813519,264.78884,0,0
513.757748,275.45302,0,0,602.79353,232.491247,0,0
509.887755,295.748322,0,0,603.46686,218.311816,0,0
507.952759,319.909396,0,0,598.753551,217.52407,0,0
508.920257,338.271812,0,0,599.426881,212.797593,0,0
516.660242,363.399329,0,0,594.713572,215.160832,0,0
516.660242,380.795302,0,0,590.673593,218.311816,0,0
521.497732,395.291946,0,0,585.960284,218.311816,0,0
526.335223,392.392617,0,0,585.960284,222.250547,0,0
533.10771,396.258389,0,0,590.000263,215.160832,0,0
530.205215,398.191275,0,0,592.020252,221.462801,0,0
533.10771,403.989933,0,0,596.733561,233.278993,0,0
538.912698,407.855705,0,0,599.426881,245.095186,0,0
536.977702,408.822148,0,0,605.486849,264.78884,0,0
545.685185,410.755034,0,0,614.240137,282.907002,0,0
551.490174,403.989933,0,0,619.626775,293.935449,0,0
557.295163,400.124161,0,0,616.933456,315.992341,0,0
561.165155,391.426174,0,0,613.566807,327.020788,0,0
567.937642,383.694631,0,0,611.546817,334.898249,0,0
557.295163,371.130872,0,0,610.200158,339.624726,0,0
540.847695,360.5,689.842404,516.097315,598.753551,340.412473,0,0
518.595238,357.600671,691.7774,482.271812,596.733561,349.077681,0,0
521.497732,366.298658,682.102419,463.909396,592.693582,364.832604,0,0
514.725246,374.996644,680.167423,441.681208,588.653603,382.950766,0,0
517.62774,400.124161,673.394936,407.855705,587.306944,411.309628,0,0
518.595238,414.620805,673.394936,390.459732,588.653603,434.942013,0,0
524.400227,440.714765,670.492441,357.600671,589.326933,455.423414,0,0
523.432729,459.077181,664.687453,332.473154,587.980274,470.390591,0,0
518.595238,477.439597,659.849962,313.144295,589.326933,490.084245,0,0
517.62774,490.003356,656.947468,297.681208,592.020252,516.079869,0,0
525.367725,529.627517,653.077475,285.11745,596.060231,536.561269,0,0
531.172714,561.520134,650.174981,273.520134,0,0,0,0
539.880197,586.647651,641.467498,258.057047,0,0,0,0
546.652683,608.875839,636.630008,257.090604,0,0,0,0
553.42517,629.171141,641.467498,267.721477,0,0,0,0
0,0,644.369992,272.553691,0,0,0,0
0,0,649.207483,283.184564,0,0,0,0
0,0,655.012472,295.748322,0,0,0,0
0,0,658.882464,308.312081,0,0,0,0
0,0,660.81746,325.708054,0,0,0,0
0,0,663.719955,351.802013,0,0,612.220147,325.445295
0,0,667.589947,370.16443,0,0,616.933456,329.384026
0,0,668.557445,382.728188,0,0,612.893477,319.931072
0,0,669.524943,402.057047,0,0,610.200158,309.690372
0,0,669.524943,416.553691,0,0,606.160179,301.81291
0,0,671.45994,431.050336,0,0,604.140189,293.935449
0,0,665.654951,426.218121,0,0,608.180168,289.208972
0,0,665.654951,439.748322,0,0,612.893477,283.694748
0,0,669.524943,444.580537,0,0,621.646765,292.359956
0,0,666.622449,447.479866,0,0,621.646765,300.237418
0,0,664.687453,442.647651,0,0,623.666754,310.478118
0,0,664.687453,444.580537,0,0,621.646765,316.780088
0,0,666.622449,448.446309,0,0,614.913467,339.624726
0,0,673.394936,447.479866,0,0,617.606786,348.289934
0,0,673.394936,429.11745,0,0,622.320095,358.530635
0,0,669.524943,410.755034,0,0,633.093372,374.285558
0,0,668.557445,403.989933,0,0,639.82667,375.86105
577.612623,601.144295,672.427438,379.828859,0,0,647.906628,377.436543
580.515117,560.553691,679.199924,365.332215,0,0,649.926618,368.771335
572.775132,507.399329,701.452381,358.567114,0,0,647.233298,377.436543
565.035147,466.808725,701.452381,360.5,0,0,0,0
563.100151,449.412752,704.354875,365.332215,0,0,0,0
557.295163,424.285235,698.549887,378.862416,0,0,0,0
553.42517,398.191275,701.452381,388.526846,0,0,0,0
549.555178,370.16443,703.387377,405.922819,0,0,0,0
542.782691,329.573826,712.09486,420.419463,0,0,0,0
542.782691,308.312081,714.997354,432.983221,0,0,0,0
540.847695,292.848993,716.932351,452.312081,0,0,658.679905,490.084245
536.977702,267.721477,717.899849,477.439597,0,0,653.293267,519.230853
536.010204,255.157718,715.964853,507.399329,0,0,653.966597,538.924508
533.10771,265.788591,713.062358,544.124161,0,0,648.579958,560.9814
530.205215,261.922819,713.062358,559.587248,0,0,645.213309,590.915755
523.432729,250.325503,708.224868,587.614094,604.813519,444.394967,643.193319,606.670678
525.367725,254.191275,701.452381,608.875839,600.77354,430.215536,0,0
520.530234,251.291946,0,0,598.753551,379.012035,0,0
517.62774,256.124161,0,0,602.1202,347.502188,0,0
513.757748,260.956376,0,0,603.46686,319.143326,0,0
515.692744,274.486577,0,0,603.46686,303.388403,0,0
517.62774,287.050336,0,0,602.1202,285.270241,0,0
521.497732,315.077181,0,0,602.1202,275.02954,0,0
524.400227,334.40604,0,0,610.873488,268.727571,0,0
532.140212,361.466443,0,0,610.200158,274.241794,0,0
536.010204,373.063758,0,0,608.180168,265.576586,0,0
538.912698,380.795302,0,0,608.180168,262.425602,0,0
540.847695,392.392617,0,0,607.506839,254.54814,0,0
545.685185,398.191275,0,0,600.77354,245.882932,0,0
553.42517,401.090604,0,0,596.060231,245.095186,0,0
557.295163,396.258389,0,0,600.10021,240.368709,0,0
563.100151,392.392617,0,0,602.1202,247.458425,0,0
556.327664,396.258389,0,0,606.160179,260.850109,0,0
549.555178,398.191275,0,0,608.853498,268.727571,0,0
544.717687,398.191275,0,0,614.240137,294.723195,0,0
537.9452,390.459732,0,0,612.220147,315.204595,0,0
543.750189,382.728188,0,0,609.526828,330.171772,0,0
547.620181,377.895973,0,0,605.486849,346.714442,0,0
551.490174,371.130872,0,0,604.140189,356.955142,0,0
548.58768,360.5,0,0,601.44687,361.681619,0,0
542.782691,349.869128,0,0,596.733561,353.016411,0,0
536.977702,345.036913,691.7774,489.036913,593.366912,359.318381,0,0
519.562736,343.104027,685.004913,455.211409,590.000263,360.893873,0,0
514.725246,343.104027,678.232426,423.318792,587.980274,372.710066,0,0
520.530234,353.734899,679.199924,395.291946,587.980274,390.828228,0,0
528.270219,386.59396,670.492441,374.030201,587.980274,414.460613,0,0
525.367725,409.788591,663.719955,358.567114,587.306944,432.578775,0,0
517.62774,433.949664,657.914966,341.171141,587.306944,460.937637,0,0
519.562736,451.345638,650.174981,312.177852,587.980274,480.631291,0,0
520.530234,476.473154,646.304989,302.513423,590.000263,505.839168,0,0
524.400227,507.399329,642.434996,291.88255,590.673593,528.683807,0,0
533.10771,532.526846,637.597506,282.218121,592.020252,556.254923,0,0
541.815193,564.419463,634.695011,273.520134,0,0,0,0
549.555178,583.748322,633.727513,268.687919,0,0,0,0
556.327664,618.540268,639.532502,267.721477,0,0,0,0
0,0,636.630008,273.520134,0,0,0,0
0,0,640.5,279.318792,0,0,0,0
0,0,644.369992,290.916107,0,0,0,0
0,0,652.109977,304.446309,0,0,0,0
0,0,656.947468,327.64094,0,0,0,0
0,0,657.914966,346.969799,0,0,600.10021,357.742888
0,0,656.947468,365.332215,0,0,596.060231,356.167396
0,0,658.882464,393.35906,0,0,594.040242,347.502188
0,0,663.719955,409.788591,0,0,592.693582,338.83698
0,0,664.687453,418.486577,0,0,592.693582,330.959519
0,0,664.687453,425.251678,0,0,589.326933,318.35558
0,0,660.81746,431.050336,0,0,589.326933,310.478118
0,0,652.109977,431.050336,0,0,592.020252,285.270241
0,0,649.207483,426.218121,0,0,593.366912,278.180525
0,0,653.077475,421.385906,0,0,598.753551,274.241794
0,0,649.207483,421.385906,0,0,596.733561,279.756018
0,0,650.174981,423.318792,0,0,596.733561,298.661926
0,0,659.849962,424.285235,0,0,598.753551,308.902626
0,0,656.947468,422.352349,0,0,595.386902,320.718818
0,0,658.882464,413.654362,0,0,600.10021,336.473742
0,0,663.719955,397.224832,0,0,612.893477,351.440919
